Item ID,Sentiment,SentimentText,Clean_text
464,6,RT @Venkati5: @SrDOMhyb @asb_ambati @jijjuu @drmhyb @FeaYogesh @UttamChakram @RailMinIndia @SCRailwayIndia @eswarkanchuâ¦ ,rt
465,0,@RailMinIndia @sureshprabhu the first class coupes in the ranchi- hatia express are very old and poor air conditioning they should be replac,first class coupe ranchi hatia express old poor air conditioning replac
466,3,@RailMinIndia sir catering services in double decker train no12583 lko to anand vihar termina is very poor. Venders of IRCTC r selling poor,sir catering service double decker train lko anand vihar termina poor venders irctc r selling poor
467,0,@RailMinIndia my uncle  trevelling to train no 15656 coach no-B2. He found that the toilet of this coach is very dirty.Plz do something.,uncle trevelling train coach nob he found toilet coach dirtyplz something
468,0,"@RailMinIndia train no 15005 Ac is not working, it's very dirty ...",train ac working dirty
469,6,@drm_drmizn @RailMinIndia sr aap kya kahenge koi action lenge aap ya nahi https://t.co/vWcbzfkBXk,sr aap kya kahenge koi action lenge aap ya nahi httpstcovwcbzfkbxk
470,6,@RailMinIndia @PMOIndia @abpnewshindi @aajtak @KumarKetkarV @girishkuber @waglenikhil what a great prime minister works 24x7 great work,great prime minister work x great work
471,0,@sureshpprabhu @RailMinIndia Educated people leave india be coz poor quality of life. We want high quality railways and railway stations.,educated people leave india coz poor quality life we want high quality railway railway station
472,7,@rpfwrbct @rpfwr1 @RailMinIndia @Deshbhakth1 @rpfchurchgate @rpfmumbcenlocal @rpfdadar2 @RPFAndheri @rpfborivali1â¦ https://t.co/OlzONbm5Bo,httpstcoolzonbmbo
473,7,@Anupama__P @RailMinIndia Official concerned has been advised to look into this,official concerned advised look
474,2,@RailMinIndia @sureshpprabhu sir its been a long time to published(in 03/15) panel of cen 02/2014 of rrb Guwahati. Bt yt medical is nt taken,sir long time publishedin panel cen rrb guwahati bt yt medical nt taken
475,0,no water supply in washrooms for the last 4 hours pnr 4512791357,water supply washroom last hour pnr
476,1,@RailMinIndia Too many unresered people in the coach it can lead to security issues8647770808 Pnr no coach s12,too many unresered people coach lead security issue pnr coach
477,6,This is what #Swachbharat looks like https://t.co/npKnxGqOyP,this swachbharat look like httpstconpknxgqoyp
478,4,@RailMinIndia FZR-KIR SPECIAL TRAIN 05718 HAS BEEB DELAYED BY 7:00 HOURS .WHATS THE REASON FOR DELAYED. NOBODY CARE FOR SPECIAL TRAIN.,fzrkir special train has beeb delayed by hours whats the reason for delayed nobody care for special train
479,3,@railminindia we booked ticket of bbs duranto from cnb to bbs for 26.05.2016 with 1cnfrm nd 4 waiting seats no food is provided nor refund,booked ticket bb duranto cnb bb cnfrm nd waiting seat food provided refund
480,0,"berth env is quite unhygenic, insects wandering here n there pnr 4512791357",berth env quite unhygenic insect wandering n pnr
481,1,"@RailMinIndia @drmdelhi at NZM rly station, think u guys playing with the security of country &amp; passenger#doserious https://t.co/RsX2a5bDXl",nzm rly station think u guy playing security country amp passengerdoserious httpstcorsxabdxl
482,0,@RailMinIndia no water in SL coaches in 12801. Please do the needful at next station. PNR6252433960,water sl coach please needful next station pnr
483,0,"@railminindia I am travelling in 16227 s6, toilet is smelling horribly.. Sorry if its not the rt handle for complaints..",i travelling toilet smelling horribly sorry rt handle complaint
484,6,@beatablitz Awesome... posted your tweet up here https://t.co/tkAGqzTxzu,awesome posted tweet httpstcotkagqztxzu
485,6,@sureshpprabhu  @RailMinIndia Thank you a lot for showing quick response and helping my sister @Rewaristation with efficient team of doctors,thank lot showing quick response helping sister efficient team doctor
486,5,@sureshpprabhu @RailMinIndia @gm_nfr TT accepted bribe in train12344 CoachB3 .Allotted seats wrongly.He'll get off at Malda shortly.Act soon,tt accepted bribe train coachb allotted seat wronglyhell get malda shortlyact soon
487,6,@RailMinIndia @Sivaram15064430 @irctcwestzone Sir I want some action not just tweet for fomalty o want improve my râ¦ https://t.co/f3JprtwXze,sir i want action tweet fomalty want improve râ httpstcofjprtwxze
488,2,@RailMinIndia medical issue need an AC coach ready to pay extra cost o/w have to cancel the journey PNR-6755770127 Train-18006 plz help.,medical issue need ac coach ready pay extra cost ow cancel journey pnr train plz help
489,0,@RailMinIndia I m from Kaithal Haryana India My WhatsApp no 08684039437No cleanings at our station PlZ massage the related staffThnx,i kaithal haryana india my whatsapp no cleaning station plz massage related staffthnx
490,3,RT @rdwiv3: @IRCTC_Ltd @RailMinIndia I'm on general ticket counter on NHH STSN and clerk says tkt will be given 30 min before train arrivalâ¦,rt im general ticket counter nhh stsn clerk say tkt given min train arrivalâ
491,4,@RailMinIndia 12930 Dahod Valsad superfast train is today 25 min late. And this train is not a single day coming onâ¦ https://t.co/PIOJ8CgQpG,dahod valsad superfast train today min late and train single day coming onâ httpstcopiojcgqpg
492,6,"@drmdelhi @RailMinIndia @IR_EDMECHG @CRSE_CHG_NR @SrDMEdelhi The changed, passenger centric face of Railways is visâ¦ https://t.co/zf1mcUloA3",the changed passenger centric face railways visâ httpstcozfmculoa
493,5,@RailMinIndia Name of Passenger is wrongly written in the ticket due to passenger's fault. How to correct it before the journey date?,name passenger wrongly written ticket due passenger fault how correct journey date
494,0,@RailMinIndia sir ye toilet Mumbai central ke main line ke upper hai yah toilet ke 5 rs lete jab ki railway 2 rs hai https://t.co/0n2fi6uVH2,sir ye toilet mumbai central ke main line ke upper hai yah toilet ke r lete jab ki railway r hai httpstconfiuvh
495,6,@drmljn @drmmumbaicr @RailMinIndia Thanks for your help,thanks help
496,4,@sureshpprabhu @drmncrald @drmmgs @SrdcmChg @RailMinIndia @priyankag @drmkir Train 12501 reached mgs &amp; still running 9:15 hrs late.Pls care,train reached mg amp still running hr latepls care
497,0,"the whole berth area shatterd with the peels of various organics ,need immediate cleanup pnr 4512791357",whole berth area shatterd peel various organic need immediate cleanup pnr
498,7,"@RailMinIndia @Kumar410Pankaj Sir, u r father traced out at Vizianagarm and handed over to ur brother.Thanks for calling us.",sir u r father traced vizianagarm handed ur brotherthanks calling u
499,4,@RailMinIndia @YouTube All over India A.C. waiting room does not  charge premium  of 30 /hour in Chennai  Egmore.â¦ https://t.co/q2VrJ49af7,all india ac waiting room charge premium hour chennai egmoreâ httpstcoqvrjaf
500,4,@sureshpprabhu @RailMinIndia @DrmChennai but why should I take the chocolate in the first place.  I need my change.. https://t.co/zHGwfN6gu0,i take chocolate first place i need change httpstcozhgwfngu
501,6,@RailMinIndia @narendramodi @sureshpprabhu Unless u fine people who make mess/dirt in railways like d-metro clean railways is a dream.,unless u fine people make messdirt railway like dmetro clean railway dream
502,0,@sureshpprabhu @RailMinIndia  Please send immediate help in 19046 train which is running without water in toilets.,please send immediate help train running without water toilet
503,1,@sureshpprabhu @RailMinIndia Mom Travelling 4m train 11094 pnr 2762510778.purse stolen nt Cntctble. Rqst  manage 2 cntct My no. 9673760221,mom travelling train pnr purse stolen nt cntctble rqst manage cntct my
504,4,@RailMinIndia double deker train is always late. We face problems. Further ac function is very poor.,double deker train always late we face problem further ac function poor
505,4,@sureshpprabhu @RailMinIndia pnr no. 6552618649 i have a visa appointment @10 A.M. tomorrow..train already late by 2 hours...plz help...,pnr visa appointment am tomorrowtrain already late hoursplz help
506,5,@sureshpprabhu @RailMinIndia @drmdelhi Prabhu AAp Bhi so gya https://t.co/HI8U2DxQRO Passenger will get tickets,prabhu aap bhi gya httpstcohiudxqro passenger get ticket
507,4,@sureshpprabhu @RailMinIndia (2/N)  Parcel was supposed to be loaded on the same day and unloaded next day.Till date it is yet to be loaded,n parcel supposed loaded day unloaded next daytill date yet loaded
508,7,@SrDmeChg_Dli @drmdelhi @RailMinIndia @drkumarsambhav @IR_ENHM kindly share your PNR NO.,kindly share pnr no
509,4,"@RailMinIndia 12505 North East Express is being delayed by 6.45 hours ,can someone see to it that it reaches Anand Vihar as soon as possible",north east express delayed hour someone see reach anand vihar soon possible
510,0,@RailMinIndia Prabhu Sir passengers traveling in Rajdhani First AC definitely deserve clean bathrooms and soaps apart from clean coupes,prabhu sir passenger traveling rajdhani first ac definitely deserve clean bathroom soap apart clean coupe
511,0,@DRMbhopal @satyavsingh @RailMinIndia Sorry for inconvenience complaint will be attend at ITARSI,sorry inconvenience complaint attend itarsi
512,5,@RailMinIndia 15 tatkal agents are in front of me at nagpur railway station. Vo kisi aur ke naam pe ticket nikal rahe hai. Plz help,tatkal agent front nagpur railway station vo kisi aur ke naam pe ticket nikal rahe hai plz help
513,6,@RailMinIndia @nerailwaygkp sir unable to understand why spent crores on BG from Gkp to Gonda via BNY route if there is no train for delhi.,sir unable understand spent crore bg gkp gonda via bny route train delhi
514,5,@RailMinIndia Just a bribe is enough to convince them to travel in the reservation coach,just bribe enough convince travel reservation coach
515,4,@dps045 @RailMinIndia @RailwayNorthern @ECRlyHJP @drmlko25 @gm_nrly @railminindia Plz Install coach indicator Displâ¦ https://t.co/VGivLhudmR,plz install coach indicator displâ httpstcovgivlhudmr
516,0,"@RailMinIndia @sudhirchaudhary Ticketless travellers, TTE-less coaches, tapless bathrooms, waterless flush n feces-filled toilets..2/2",ticketless traveller tteless coach tapless bathroom waterless flush n fecesfilled toilet
517,6,"RT @Mandarmodak: Noise pollution does not mean 'Only Loud Sound' Continuous, unnecessary, effectless announcements &amp; undesired irriâ¦ ",rt noise pollution mean only loud sound continuous unnecessary effectless announcement amp undesired irriâ
518,0,@RailMinIndia 3rd ac in t.no.12833 coach B1 worst coach https://t.co/ZBS7PdeMhJ,rd ac tno coach b worst coach httpstcozbspdemhj
519,5,"@RailMinIndia please help one poor villager is no more just, HIRAKUD station SAMBALPUR divi. https://t.co/vIm0trDyQq",please help one poor villager hirakud station sambalpur divi httpstcovimtrdyqq
520,1,"@RailMinIndia+@sureshpprabhu-please HLP My Sis travlng vid 9months baby +2kids inTrain12479,Lost her reticule-she is depressd-pnr-2419055140",please hlp my sis travlng vid month baby kid intrainlost reticuleshe depressdpnr
521,6,"Dark Pursuit, a #pnr #holiday story is on sale for #99cents! https://t.co/MFxZ7YCtIi https://t.co/QvS7EUtktI",dark pursuit pnr holiday story sale cent httpstcomfxzyctii httpstcoqvseutkti
522,5,@RailMinIndia Dear sir PNR NO.2337832847 train no.15622 from Chapra to New Bongaigaon still showing Waiting list iâ¦ https://t.co/hSQNKp84Nm,dear sir pnr no train chapra new bongaigaon still showing waiting list iâ httpstcohsqnkpnm
523,5,@IRCTC_Ltd @RailMinIndia Ppls r in queue and waiting for tickets and clerk and railway dono SO rhe hai,ppls r queue waiting ticket clerk railway dono so rhe hai
524,4,@sureshpprabhu @RailMinIndia trains are running late daily in the route bbs-tig.. Please sort it out immediately sir.,train running late daily route bbstig please sort immediately sir
525,3,@RailMinIndia Suvidha railway is charging too much....this is called real loot in the name of confirm ticket without water and food in 05527,suvidha railway charging muchthis called real loot name confirm ticket without water food
526,6,"@sureshpprabhu @RailMinIndia New bongaigaon,assam railway station clean railway station https://t.co/gkEE02U6CS",new bongaigaonassam railway station clean railway station httpstcogkeeucs
527,0,"Sir. I am travelling in coach D-2 seat no. 22,23 in 12498 Sorry to say that wastewater of washbasen is coming intoâ¦ https://t.co/d82gKgdjLH",sir i travelling coach d seat sorry say wastewater washbasen coming intoâ httpstcodgkgdjlh
528,5,@RailMinIndia @sureshpprabhu the lady in the picture named BHARTI LAL was facilitating brokers instead of her duty https://t.co/0oJs8ES27l,lady picture named bharti lal facilitating broker instead duty httpstcoojsesl
529,5,"@RailMinIndia   I tried to buk tkts thru irctc st in tr no12310. I am not getting confm tkt, I terminated transaction but my a/c is debited.",i tried buk tkts thru irctc st tr i getting confm tkt i terminated transaction ac debited
530,3,"@sureshpprabhu  @PMOIndia  @RailMinIndia Hello sir,I am traveling in 18233, there are many water bottle seller, but everyone asks for 20/-",hello siri traveling many water bottle seller everyone asks
