Item ID,Sentiment,SentimentText,SentimentText_Copy
418,4,@RailMinIndia @sureshpprabhu train overtaking dis suvidha train inspite being double track train being stopped 4 hours n train is psssed,train overtaking dis suvidha train inspite being double track train being stopped  hours n train  psssed
419,0,@RailMinIndia good morning India . Sir chapra railway station in stay tapti Ganga express but no clean any general bogey plz rectified,good morning india  sir chapra railway station  stay tapti ganga express  no clean any general bogey plz rectified
420,1,"@RailMinIndia This Guy is missingName - Avinash Singh, Age - 23Plz help to find out, 7873737047, 9938178192 https://t.co/h7FG4LGig2",this guy  missingname  avinash singh age  plz help to find out   httpstcohfglgig
421,4,@RailMinIndia varanasi sealdah upper india exp is getting too late everyday. We r so much depending on this train.pls solve this problem sir,varanasi sealdah upper india exp  getting too late everyday we r so much depending on this trainpls solve this problem sir
422,4,"@RailMinIndia @GM_NRly filed TDR on 1st may, no response till now. The train was diverted,  why so much delay in response. PNR#8646785551",filed tdr on st may no response till now the train was diverted  why so much delay  response pnr
423,7,"@RailMinIndia @mohitgandhi7 Sir, It is a matter of great satisfaction that, missing person was traced.Thanks for calling us.",sir it  a matter of great satisfaction that missing person was tracedthanks for calling us
424,4,@RailMinIndia Loss Rupees 2500 on Monday due to 2.5 hrs latency in Jbp-Ind express. Very bad. Late without any reason. Got late in ofc,loss rupees  on monday due to  hrs latency  jbpind express very bad late without any reason got late  ofc
425,0,"@RailMinIndia: I am frequent traveller in 16022, 16021 train. Initially I saw dust bin cover in sleeper. Now I could not find. Any reason?",i am frequent traveller    train initially i saw dust bin cover  sleeper now i could not find any reason
426,6,"@IRCTC_Ltd @RailMinIndia @PiyushGoyalOffc  it's your habit to make crowd, dhkka mukki for tickets",its your habit to make crowd dhkka mukki for tickets
427,0,@RailMinIndia Respected sir please clean this coach in train no. 19327 https://t.co/NErzeb8wNA,respected sir please clean this coach  train no  httpstconerzebwna
428,1,"@sureshpprabhu @RailMinIndia Security of pssngrs in trains is real prblm in eastern railways. Everyday chain ,purse snatching is takng place",security of pssngrs  trains  real prblm  eastern railways everyday chain purse snatching  takng place
429,5,@RailMinIndia My Rating over Coach Quality:Rank 1 : CR2 : WR3 : NR4 : NWR5 : SCR ( Sachkhand Exp rake very poor).,my rating over coach qualityrank   cr  wr  nr  nwr  scr  sachkhand exp rake very poor
430,7,@DRMbhopal @kiran_k28 @RailMinIndia Sorry for inconvenience complaint will be attend at ITARSI,sorry for inconvenience complaint will be attend at itarsi
431,0,"pnr 4512791357 mosquitoes flis hovering , pls do some cleanup, tt not responding positively ",pnr  mosquitoes flis hovering  pls do some cleanup tt not responding positively
432,5,"@RailMinIndia Ghar me satyanarayan ka paath karvaya hai,shayad ab mujhe dilli ki ticket mil jae....",ghar me satyanarayan ka paath karvaya haishayad ab mujhe dilli ki ticket mil jae
433,5,@IRCTC_Ltd @RailMinIndia @drmadiwr @PiyushGoyal @IRCTC_Ltd ajmer exp Some people sleeping in local coash senior citâ¦ https://t.co/uF5KUdQ0hU,ajmer exp some people sleeping  local coash senior cit httpstcoufkudqhu
434,1,"@RailMinIndia I, Joydev Gangully on 8/6/16 returning by Falaknuma Express. Around 5:17am my two ATM card &amp; cash rs 2000 stolen.",i joydev gangully on  returning by falaknuma express around am my two atm card amp cash rs  stolen
435,6,@drmadiwr @RailMinIndia @PiyushGoyal @IRCTC_Ltd Train last 2-3 coach,train last  coach
436,1,"@RailMinIndia I am traveling in 12947 s-10,And what a security from the railway? I did not see any security person from 9:30 to  4:30.",i am traveling   sand what a security from the railway i did not see any security person from  to
437,5,@sureshpprabhu @RailMinIndia  Appreciate the grt wrk. Pls look into the IRCT site also at Tatkal bkng hrs. Its s joke. #PrabhuKiRaftaar,appreciate the grt wrk pls look into the irct site also at tatkal bkng hrs its s joke prabhukiraftaar
438,4,"@RailMinIndia railway is making mockery of its passengers through So called Suvidha express, unnecessarily running late, for what ( 1/2)",railway  making mockery of its passengers through so called suvidha express unnecessarily running late for what
439,0,"@sureshpprabhu @drmbct @RailMinIndia 19259 @panvel no water in s6. Stinking, sad plight.10jun",no water  s stinking sad plightjun
440,5,@RailMinIndia  isn't tatkal booking is allowed at every station counter? unable to book at teghra station(TGA),isnt tatkal booking  allowed at every station counter unable to book at teghra stationtga
441,3,@RailMinIndia @sureshpprabhu . Open corruption is being done by pantry car ppl in train no. 12562 swatantrata senani express.,open corruption  being done by pantry car ppl  train no  swatantrata senani express
442,5,@RailMinIndia will not be refunded?Please provide justification for deducted amount.........,will not be refundedplease provide justification for deducted amount
443,6,@NashikNews https://t.co/u8sL0GURHI,httpstcouslgurhi
444,6,@RailMinIndia @PMOIndia Traveled 3 stations in last few days. Never seen Stations so clean and hygienic. Coaches &amp; Toilets also clean! Kudos,traveled  stations  last few days never seen stations so clean and hygienic coaches amp toilets also clean kudos
445,3,"@RailMinIndia we appreciate the efforts by Rly but ur RPF are menace,all the time they are eating in pantry n passengers don't get service.",we appreciate the efforts by rly  ur rpf are menaceall the time they are eating  pantry n passengers dont get service
446,0,@RailMinIndia monsoon in Kerala train 12075 is leaking. Windows do not shut properly. Pathetic plight,monsoon  kerala train   leaking windows do not shut properly pathetic plight
447,0,@sureshpprabhu @railminindia in starting and in end of coach closed doors like AC coach will stop smell entering in coach of toilets. thnx,starting and  end of coach closed doors like ac coach will stop smell entering  coach of toilets thnx
448,0,"@RailMinIndia Duranto exp12262. Food excessive spicy unable to eat. Cockroaches roaming inside. Toilet stinking. Coach BE1 : seat 34,35,37.",duranto exp food excessive spicy unable to eat cockroaches roaming inside toilet stinking coach be  seat
449,3,@RailMinIndia Which city was first to get Water ATM @ rly station?Which cities have installed water ATMs? pls reply ASAP,which city was first to get water atm  rly stationwhich cities have installed water atms pls reply asap
450,0,@RailMinIndia toilet of B3 coach in 11081 is leaking. Please do something ASAP https://t.co/Hwn4sT86zF,toilet of b coach    leaking please do something asap httpstcohwnstzf
451,4,@sureshpprabhu @RailMinIndia The local train service is very bad on harbor line no place for commuters. Please help https://t.co/FhYqNTO89W,the local train service  very bad on harbor line no place for commuters please help httpstcofhyqntow
452,3,@RailMinIndia @sureshpprabhu adulterated water being given 2 ppl in paschim express.Vendor refused2 give rail ner https://t.co/0Si6pc59km,adulterated water being given  ppl  paschim expressvendor refused give rail ner httpstcosipckm
453,0,@RailMinIndia @sureshpprabhu PNR:2646997109 trn02396 b2 ac didn't wrk at al from starting plz refund the ticket thanks,pnr trn b ac didnt wrk at al from starting plz refund the ticket thanks
454,0,"@RailMinIndia @RailwayNorthern @GM_NRly @drmdelhi @drmumb @drmbikaner PNR-2865480614, MOBILE CHARGING POINTS NOT WORKING. PLEASE RESOLVE.",pnr mobile charging points not working please resolve
455,4,@RailMinIndia sir train no 12276 is running late by 5 hrs. There is no provision for even getting tea on board. What a passenger can do,sir train no   running late by  hrs   no provision for even getting tea on board what a passenger can do
456,4,"@railminindia train number 13288 is delayed by about 3 hours, but NTES says its on time and has reached.",train number   delayed by about  hours  ntes says its on time and has reached
457,1,"@RailMinIndia @sanjayyadav1985 Sir, FIR lodged by GRP/Jaipur vide Cr.No.00/115/16 U/S 323 &amp; 341 IPC has been transferred to GRP/Rewari.",sir fir lodged by grpjaipur vide crno us  amp  ipc has been transferred to grprewari
458,2,@RailMinIndia please help. His PNR number is 2820176609,please help his pnr number
459,4,@RailMinIndia  No one taking responsibility either at NDLS or BZA. It was supposed to be delivered on 4th. My work is suffering.,no one taking responsibility either at ndls or bza it was supposed to be delivered on th my work  suffering
460,4,You let me in trouble @RailMinIndia my train got cancelled without any information...my journey is stuck in betweenâ¦ https://t.co/PCHxmHOmsf,you let me  trouble  my train got cancelled without any informationmy journey  stuck  between httpstcopchxmhomsf
461,3,"@sureshpprabhu @RailMinIndia dear sir, U took a good initiative of WaterATM but the machine is dispensing 900ml water on the price of 1ltr",dear sir u took a good initiative of wateratm  the machine  dispensing ml water on the price of ltr
462,1,"@RailMinIndia Sir,Please HLP My Sis travlng vid 9months baby+2kid inTrain12479Lost her reticule-she is vry depressd-pnr-2419055140,pls asist",sirplease hlp my sis travlng vid months babykid intrainlost her reticuleshe  vry depressdpnrpls asist
463,1,"@RailMinIndia @Jorebungley Sir, missing girl could not be traced. Pl lodge missing report with GRP/Siliguri",sir missing girl could not be traced pl lodge missing report with grpsiliguri
464,6,RT @Venkati5: @SrDOMhyb @asb_ambati @jijjuu @drmhyb @FeaYogesh @UttamChakram @RailMinIndia @SCRailwayIndia @eswarkanchuâ¦ ,rt
465,0,@RailMinIndia @sureshprabhu the first class coupes in the ranchi- hatia express are very old and poor air conditioning they should be replac,the first class coupes  the ranchi hatia express are very old and poor air conditioning they should be replac
466,3,@RailMinIndia sir catering services in double decker train no12583 lko to anand vihar termina is very poor. Venders of IRCTC r selling poor,sir catering services  double decker train no lko to anand vihar termina  very poor venders of irctc r selling poor
467,0,@RailMinIndia my uncle  trevelling to train no 15656 coach no-B2. He found that the toilet of this coach is very dirty.Plz do something.,my uncle  trevelling to train no  coach nob he found that the toilet of this coach  very dirtyplz do something
468,0,"@RailMinIndia train no 15005 Ac is not working, it's very dirty ...",train no  ac  not working its very dirty
469,6,@drm_drmizn @RailMinIndia sr aap kya kahenge koi action lenge aap ya nahi https://t.co/vWcbzfkBXk,sr aap kya kahenge koi action lenge aap ya nahi httpstcovwcbzfkbxk
470,6,@RailMinIndia @PMOIndia @abpnewshindi @aajtak @KumarKetkarV @girishkuber @waglenikhil what a great prime minister works 24x7 great work,what a great prime minister works x great work
471,0,@sureshpprabhu @RailMinIndia Educated people leave india be coz poor quality of life. We want high quality railways and railway stations.,educated people leave india be coz poor quality of life we want high quality railways and railway stations
472,7,@rpfwrbct @rpfwr1 @RailMinIndia @Deshbhakth1 @rpfchurchgate @rpfmumbcenlocal @rpfdadar2 @RPFAndheri @rpfborivali1â¦ https://t.co/OlzONbm5Bo,httpstcoolzonbmbo
473,7,@Anupama__P @RailMinIndia Official concerned has been advised to look into this,official concerned has been advised to look into this
474,2,@RailMinIndia @sureshpprabhu sir its been a long time to published(in 03/15) panel of cen 02/2014 of rrb Guwahati. Bt yt medical is nt taken,sir its been a long time to publishedin  panel of cen  of rrb guwahati bt yt medical  nt taken
475,0,no water supply in washrooms for the last 4 hours pnr 4512791357,no water supply  washrooms for the last  hours pnr
476,1,@RailMinIndia Too many unresered people in the coach it can lead to security issues8647770808 Pnr no coach s12,too many unresered people  the coach it can lead to security issues pnr no coach s
477,6,This is what #Swachbharat looks like https://t.co/npKnxGqOyP,this  what swachbharat looks like httpstconpknxgqoyp
478,4,@RailMinIndia FZR-KIR SPECIAL TRAIN 05718 HAS BEEB DELAYED BY 7:00 HOURS .WHATS THE REASON FOR DELAYED. NOBODY CARE FOR SPECIAL TRAIN.,fzrkir special train  has beeb delayed by  hours whats the reason for delayed nobody care for special train
