Sentiment,SentimentText,Clean_text,predicted_sentiment,predicted_sentiment_score
7,@arpiturfrnd      Kindly share PNR number for further action.   @Drmdelhi @IR_ENHM,kindly share pnr number action,NEGATIVE,0.9936595559120178
7,@RailMinIndia @ahamadali222 @IR_EDMECHG @CRSE_CHG_NR matter is fwd to the @SrDMEdelhi,matter fwd,NEGATIVE,0.9969802498817444
5,"@RailMinIndia can I use an unused ticket (today) of an express for fast passenger at 4PM,today ? Or I have to buy a new ticket?",i use unused ticket today express fast passenger pmtoday or i buy new ticket,NEGATIVE,0.9992855191230774
7,@RailMinIndia @Siriusblack1213 @rpfncr Matter advised to concerned official @nr_ctg for necessary action.,matter advised concerned official necessary action,NEGATIVE,0.9642459154129028
0,"fan isnt working for the last 6 hours at the time of peak summer, do help  pnr 4512791357 ",fan isnt working last hour time peak summer help pnr,NEGATIVE,0.9765589237213135
5,@RailMinIndia  Booked a E-ticket on PNR NUMBER- 6153163290.BUT till now not receiveing the ticket message on my resistor phone number.,booked eticket pnr number but till receiveing ticket message resistor phone number,NEGATIVE,0.9947386384010315
0,"charger points of the complete bogie malfunctioning, need immediate attention pnr 4512791357",charger point complete bogie malfunctioning need immediate attention pnr,NEGATIVE,0.9993683695793152
4,@RailMinIndia train 12903 stuck between Kosikalan n palwal since one hour and no info when it will start as overhead wire has been broke,train stuck kosikalan n palwal since one hour info start overhead wire broke,NEGATIVE,0.998902440071106
5,@sureshpprabhu @RailMinIndia irctc looting customers for non confirmed tickets by deducting 20% any even for non confirmed W/L tickets.,irctc looting customer non confirmed ticket deducting even non confirmed wl ticket,NEGATIVE,0.9954274892807007
1,"@RailMinIndia HELP! HELP! 2 handbags with valuables stolen. How safe is travel on Indian Rail! PNR-8145511I31,8345511270. @sureshpprabhu",help help handbag valuable stolen how safe travel indian rail pnri,NEGATIVE,0.9772436618804932
7,"@RajivPa42303624  Kindly share PNR number, issue referred to concerned officials @ed_eeg @Drmkhurdaroad",kindly share pnr number issue referred concerned official,NEGATIVE,0.9791816473007202
6,@imvikas10x @Central_Railway @RailMinIndia @PiyushGoyal @PiyushGoyalOffc @mygovindia @PMOIndia @nitin_gadkariâ¦ https://t.co/aKLL2IZgbs,httpstcoakllizgbs,NEGATIVE,0.9869847893714905
6,@IRCTC_Ltd @RailMinIndia Check pics of railway failure https://t.co/trUCYQyBzM,check pic railway failure httpstcotrucyqybzm,NEGATIVE,0.9990604519844055
1,@RailMinIndia @sureshpprabhu my wife's golden chain (mangal sutra) snatched in train. PNR:8402856864. Location .. https://t.co/rvI0yOfU0J,wife golden chain mangal sutra snatched train pnr location httpstcorviyofuj,NEGATIVE,0.9780665636062622
5,@sureshpprabhu @RailMinIndia @IRCTC_Ltd Disappointed trying ticket for past one and half hours!! How do we travel?? https://t.co/WgYEbrYZSB,disappointed trying ticket past one half hour how travel httpstcowgyebryzsb,NEGATIVE,0.9991245865821838
0,@RailMinIndia in LTT DBG SUVIDHA train 05514 not working fan in S1 locomotive.side fan,ltt dbg suvidha train working fan s locomotiveside fan,NEGATIVE,0.9970566034317017
5,"@RailMinIndia plz remove 'berth preference' in tatkal booking.we want tkt anyhw on any berth,so 'ur choice has not met'is jst time consuming",plz remove berth preference tatkal bookingwe want tkt anyhw berthso ur choice metis jst time consuming,NEGATIVE,0.9997262358665466
5,@RailMinIndia I've called to railway enquiry but I didn't receive any satisfactory answer..,ive called railway enquiry i didnt receive satisfactory answer,NEGATIVE,0.999634861946106
0,"@RailMinIndia @sureshpprabhu  pnr:8347596623 sir,the ac is not working in my coach and TTE has refused to write receitfor refund.",pnr sirthe ac working coach tte refused write receitfor refund,NEGATIVE,0.9971122741699219
0,unable to sit due to sticky stains on berth. PNR no 4512791357. do help immediately.,unable sit due sticky stain berth pnr help immediately,NEGATIVE,0.9977341890335083
3,@RailMinIndia pls do needful to get water in train no. 18104 ( Tata Amritsar exp.) in B1 coach,pls needful get water train tata amritsar exp b coach,NEGATIVE,0.9929845333099365
5,@RailMinIndia @sureshpprabhu  Irctc site does not show the side middle berth optn for puri-ypr garib rath &amp; in ticket it shows as side lower,irctc site show side middle berth optn puriypr garib rath amp ticket show side lower,NEGATIVE,0.9964486360549927
5,@RailMinIndia @sureshpprabhu I wonder how Tatkal ticket can be booked by any agent and not be general people..,i wonder tatkal ticket booked agent general people,NEGATIVE,0.9698940515518188
0,@RailMinIndia the air conditioning is not effective in A2 coach of Mysuru express from Chennai central,air conditioning effective a coach mysuru express chennai central,NEGATIVE,0.9996793270111084
5,@RailMinIndia i was booking my tiket with irctc. Payment has been done but no tiket booked. Happened twice. No refunds till now from irctc.,booking tiket irctc payment done tiket booked happened twice no refund till irctc,NEGATIVE,0.9972389936447144
1,"@RailMinIndia- *Urgent*Pease HLP My Sis travlng vid 9months baby +2kids inTrain12479,Lost her reticule-she is depressd-pnr-2419055140",urgentpease hlp my sis travlng vid month baby kid intrainlost reticuleshe depressdpnr,NEGATIVE,0.9988532066345215
0,@RailMinIndia Train no. 17623. Pnr 4320497723. Housekeeping selling water dat too @20rs viz printd rs15 in TTEs presence.No soap in toilt.,train pnr housekeeping selling water dat viz printd r ttes presenceno soap toilt,NEGATIVE,0.9989499449729919
3,@RailMinIndia @drmdelhi @sureshpprabhu unauthorized vendors selling food beverages and water in train 14645 and taking overprice9451010334,unauthorized vendor selling food beverage water train taking overprice,NEGATIVE,0.9916091561317444
6,RT @ML_Callahan: Hot #newrelease from bestselling author Grace Goodwin! #PNR #scifi #tw4rw Her Cyborg Beast  by Grace Goodwinâ¦ ,rt hot newrelease bestselling author grace goodwin pnr scifi twrw her cyborg beast grace goodwinâ,POSITIVE,0.8944625854492188
5,@sureshpprabhu @RailMinIndia Sir train 19046 is overloaded wid wait listers &amp; current Ticketers due 2 that confirmed passengers r in problem,sir train overloaded wid wait lister amp current ticketers due confirmed passenger r problem,NEGATIVE,0.9989663362503052
4,"@RailMinIndia My train 12308, in 2 hours from SSM Jn, Cant get any running status aur cancellation info. What to do",my train hour ssm jn cant get running status aur cancellation info what,NEGATIVE,0.9977930784225464
5,@RailMinIndia  A ticket with PNR 8465175527 was cancelled with id 100000083493884. but no refund received yet.,a ticket pnr cancelled id refund received yet,NEGATIVE,0.9979530572891235
0,@RailMinIndia @sureshpprabhu Water being wasted at LTT(Mumbai). No action taken by the station master.... https://t.co/gqCR7xEvGm,water wasted lttmumbai no action taken station master httpstcogqcrxevgm,NEGATIVE,0.9986384510993958
4,@RailMinIndia @sureshpprabhu train overtaking dis suvidha train inspite being double track train being stopped 4 hours n train is psssed,train overtaking dis suvidha train inspite double track train stopped hour n train psssed,NEGATIVE,0.9740641117095947
0,@RailMinIndia good morning India . Sir chapra railway station in stay tapti Ganga express but no clean any general bogey plz rectified,good morning india sir chapra railway station stay tapti ganga express clean general bogey plz rectified,NEGATIVE,0.9932977557182312
1,"@RailMinIndia This Guy is missingName - Avinash Singh, Age - 23Plz help to find out, 7873737047, 9938178192 https://t.co/h7FG4LGig2",this guy missingname avinash singh age plz help find httpstcohfglgig,NEGATIVE,0.9989686012268066
4,@RailMinIndia varanasi sealdah upper india exp is getting too late everyday. We r so much depending on this train.pls solve this problem sir,varanasi sealdah upper india exp getting late everyday we r much depending trainpls solve problem sir,NEGATIVE,0.997718334197998
4,"@RailMinIndia @GM_NRly filed TDR on 1st may, no response till now. The train was diverted,  why so much delay in response. PNR#8646785551",filed tdr st may response till the train diverted much delay response pnr,NEGATIVE,0.9986116886138916
7,"@RailMinIndia @mohitgandhi7 Sir, It is a matter of great satisfaction that, missing person was traced.Thanks for calling us.",sir it matter great satisfaction missing person tracedthanks calling u,POSITIVE,0.9964564442634583
4,@RailMinIndia Loss Rupees 2500 on Monday due to 2.5 hrs latency in Jbp-Ind express. Very bad. Late without any reason. Got late in ofc,loss rupees monday due hr latency jbpind express very bad late without reason got late ofc,NEGATIVE,0.9996887445449829
0,"@RailMinIndia: I am frequent traveller in 16022, 16021 train. Initially I saw dust bin cover in sleeper. Now I could not find. Any reason?",i frequent traveller train initially i saw dust bin cover sleeper now i could find any reason,NEGATIVE,0.9982452392578125
6,"@IRCTC_Ltd @RailMinIndia @PiyushGoyalOffc  it's your habit to make crowd, dhkka mukki for tickets",habit make crowd dhkka mukki ticket,NEGATIVE,0.9802634119987488
0,@RailMinIndia Respected sir please clean this coach in train no. 19327 https://t.co/NErzeb8wNA,respected sir please clean coach train httpstconerzebwna,NEGATIVE,0.9747551083564758
1,"@sureshpprabhu @RailMinIndia Security of pssngrs in trains is real prblm in eastern railways. Everyday chain ,purse snatching is takng place",security pssngrs train real prblm eastern railway everyday chain purse snatching takng place,NEGATIVE,0.702919602394104
5,@RailMinIndia My Rating over Coach Quality:Rank 1 : CR2 : WR3 : NR4 : NWR5 : SCR ( Sachkhand Exp rake very poor).,my rating coach qualityrank cr wr nr nwr scr sachkhand exp rake poor,NEGATIVE,0.9991573095321655
7,@DRMbhopal @kiran_k28 @RailMinIndia Sorry for inconvenience complaint will be attend at ITARSI,sorry inconvenience complaint attend itarsi,NEGATIVE,0.9885457158088684
0,"pnr 4512791357 mosquitoes flis hovering , pls do some cleanup, tt not responding positively ",pnr mosquito flis hovering pls cleanup tt responding positively,NEGATIVE,0.9991482496261597
5,"@RailMinIndia Ghar me satyanarayan ka paath karvaya hai,shayad ab mujhe dilli ki ticket mil jae....",ghar satyanarayan ka paath karvaya haishayad ab mujhe dilli ki ticket mil jae,NEGATIVE,0.9892226457595825
5,@IRCTC_Ltd @RailMinIndia @drmadiwr @PiyushGoyal @IRCTC_Ltd ajmer exp Some people sleeping in local coash senior citâ¦ https://t.co/uF5KUdQ0hU,ajmer exp some people sleeping local coash senior citâ httpstcoufkudqhu,NEGATIVE,0.9963483214378357
1,"@RailMinIndia I, Joydev Gangully on 8/6/16 returning by Falaknuma Express. Around 5:17am my two ATM card &amp; cash rs 2000 stolen.",i joydev gangully returning falaknuma express around two atm card amp cash r stolen,NEGATIVE,0.9875499606132507
6,@drmadiwr @RailMinIndia @PiyushGoyal @IRCTC_Ltd Train last 2-3 coach,train last coach,NEGATIVE,0.9671490788459778
1,"@RailMinIndia I am traveling in 12947 s-10,And what a security from the railway? I did not see any security person from 9:30 to  4:30.",i traveling sand security railway i see security person,NEGATIVE,0.9973530769348145
5,@sureshpprabhu @RailMinIndia  Appreciate the grt wrk. Pls look into the IRCT site also at Tatkal bkng hrs. Its s joke. #PrabhuKiRaftaar,appreciate grt wrk pls look irct site also tatkal bkng hr its joke prabhukiraftaar,POSITIVE,0.982944667339325
4,"@RailMinIndia railway is making mockery of its passengers through So called Suvidha express, unnecessarily running late, for what ( 1/2)",railway making mockery passenger so called suvidha express unnecessarily running late,NEGATIVE,0.9986621141433716
0,"@sureshpprabhu @drmbct @RailMinIndia 19259 @panvel no water in s6. Stinking, sad plight.10jun",water stinking sad plightjun,NEGATIVE,0.9991804957389832
5,@RailMinIndia  isn't tatkal booking is allowed at every station counter? unable to book at teghra station(TGA),isnt tatkal booking allowed every station counter unable book teghra stationtga,NEGATIVE,0.9992151260375977
3,@RailMinIndia @sureshpprabhu . Open corruption is being done by pantry car ppl in train no. 12562 swatantrata senani express.,open corruption done pantry car ppl train swatantrata senani express,NEGATIVE,0.9927031993865967
5,@RailMinIndia will not be refunded?Please provide justification for deducted amount.........,refundedplease provide justification deducted amount,NEGATIVE,0.9984355568885803
6,@NashikNews https://t.co/u8sL0GURHI,httpstcouslgurhi,NEGATIVE,0.9899657964706421
6,@RailMinIndia @PMOIndia Traveled 3 stations in last few days. Never seen Stations so clean and hygienic. Coaches &amp; Toilets also clean! Kudos,traveled station last day never seen stations clean hygienic coaches amp toilets also clean kudos,NEGATIVE,0.9358721971511841
3,"@RailMinIndia we appreciate the efforts by Rly but ur RPF are menace,all the time they are eating in pantry n passengers don't get service.",appreciate effort rly ur rpf menaceall time eating pantry n passenger dont get service,NEGATIVE,0.9943550825119019
0,@RailMinIndia monsoon in Kerala train 12075 is leaking. Windows do not shut properly. Pathetic plight,monsoon kerala train leaking windows shut properly pathetic plight,NEGATIVE,0.9997543692588806
0,@sureshpprabhu @railminindia in starting and in end of coach closed doors like AC coach will stop smell entering in coach of toilets. thnx,starting end coach closed door like ac coach stop smell entering coach toilet thnx,NEGATIVE,0.994702160358429
0,"@RailMinIndia Duranto exp12262. Food excessive spicy unable to eat. Cockroaches roaming inside. Toilet stinking. Coach BE1 : seat 34,35,37.",duranto exp food excessive spicy unable eat cockroaches roaming inside toilet stinking coach be seat,NEGATIVE,0.9988675117492676
3,@RailMinIndia Which city was first to get Water ATM @ rly station?Which cities have installed water ATMs? pls reply ASAP,which city first get water atm rly stationwhich city installed water atms pls reply asap,NEGATIVE,0.996620774269104
0,@RailMinIndia toilet of B3 coach in 11081 is leaking. Please do something ASAP https://t.co/Hwn4sT86zF,toilet b coach leaking please something asap httpstcohwnstzf,NEGATIVE,0.9996848106384277
4,@sureshpprabhu @RailMinIndia The local train service is very bad on harbor line no place for commuters. Please help https://t.co/FhYqNTO89W,the local train service bad harbor line place commuter please help httpstcofhyqntow,NEGATIVE,0.9996262788772583
3,@RailMinIndia @sureshpprabhu adulterated water being given 2 ppl in paschim express.Vendor refused2 give rail ner https://t.co/0Si6pc59km,adulterated water given ppl paschim expressvendor refused give rail ner httpstcosipckm,NEGATIVE,0.9953130483627319
